"","tau2.S","tau2.T"
"1",0.479106707594452,0.0230659268495444
"2",0.497104059899029,0.0207307420094465
"3",0.525311247400699,0.023241596932825
"4",0.594822782491972,0.0219065212427783
"5",0.554811238616036,0.0185535506541456
"6",0.53613363086349,0.0173468221281127
"7",0.538583719188824,0.0128165299266853
"8",0.506216597168717,0.0127323028039459
"9",0.53003970313704,0.0131210614765589
"10",0.529295052066876,0.015485596299199
"11",0.525557591417431,0.0132984754752787
"12",0.540166053778209,0.0192984847859304
"13",0.578401040610932,0.0167447200422759
"14",0.525015729555953,0.017557862548522
"15",0.533690155839387,0.0200780923528526
"16",0.564671157200124,0.0165257294905256
"17",0.490420654277157,0.0171758804135834
"18",0.533645010356172,0.0202294663020502
"19",0.512049379921055,0.0203470789643861
"20",0.512125407732844,0.0185070075525725
"21",0.533896173593861,0.0214122098871653
"22",0.570747858019397,0.0201594435161021
"23",0.469535336177793,0.0335859994765055
"24",0.543498878249541,0.0353713263226128
"25",0.531852239358397,0.0248527208428161
"26",0.538807678056921,0.0319305972580288
"27",0.561690199939238,0.0219690397950995
"28",0.491214729443547,0.0232495677511922
"29",0.484154356676167,0.0242174226341513
"30",0.517855035587008,0.0242880624912897
"31",0.541240363832194,0.019759807155551
"32",0.499238999706272,0.0180260546883746
"33",0.524867836710076,0.0235555922204574
"34",0.541236655585883,0.0165631812558876
"35",0.549808127093046,0.0163202557312805
"36",0.579636236598313,0.0148438088964968
"37",0.538407678206245,0.018482186894067
"38",0.550089254105052,0.0160687706094052
"39",0.544674651512432,0.0173528636205683
"40",0.518974134657523,0.010882616318043
"41",0.538840664464831,0.0127224762570157
"42",0.577467360263745,0.0208033221260117
"43",0.597581212861614,0.0136444517579772
"44",0.533838381538053,0.0136975580910503
"45",0.506116037096263,0.0139684021929461
"46",0.499715899526632,0.0155991978156633
"47",0.496020410695105,0.0165980502268199
"48",0.567883176745221,0.0211842665451453
"49",0.551821257655819,0.0170960973060864
"50",0.626796169258829,0.0244878229926652
"51",0.549389730297351,0.0204976011522478
"52",0.482344163992577,0.0218357867513191
"53",0.451690674357068,0.020138520843262
"54",0.481510474273625,0.0228326430829911
"55",0.513867155039676,0.0190782473249076
"56",0.508156597272355,0.0214254627333187
"57",0.515291683466173,0.0203738095221923
"58",0.525781813019294,0.0178659770335699
"59",0.506389226500808,0.0176118051752734
"60",0.500074625735508,0.0151206403798923
"61",0.469286088775729,0.0245109988425953
"62",0.519459480502502,0.0176433174647107
"63",0.535479246993268,0.0160138179240467
"64",0.592390494530137,0.0266368080766184
"65",0.494101553056982,0.0224578603542636
"66",0.505084342589834,0.0148928513827843
"67",0.602748539256681,0.0143318415638004
"68",0.552886599428641,0.020290010481459
"69",0.561405342482318,0.0222846138897683
"70",0.548878258135081,0.0221757364083156
"71",0.557239077112117,0.0321528016662717
"72",0.479672111349114,0.0206529518279948
"73",0.459988923514103,0.0180506768444424
"74",0.501411808948108,0.0215949792352398
"75",0.490486611378231,0.0204836242829786
"76",0.545121562137593,0.0354322298871327
"77",0.51720731927919,0.0217935100103984
"78",0.566366895175514,0.0164430010446132
"79",0.575340781544301,0.020921277385519
"80",0.540915082812063,0.0196111766946879
"81",0.519228286824809,0.0195899641479157
"82",0.49501153291897,0.0240616677806927
"83",0.459651623291498,0.0213365057069236
"84",0.488614217077021,0.0192949188556384
"85",0.490483235510807,0.0203642955636631
"86",0.492767172527099,0.0213929745858379
"87",0.597831595189481,0.0141890975818555
"88",0.525518788333605,0.0162963856621884
"89",0.508138729326317,0.0193611958000986
"90",0.541809495715653,0.023425527758637
"91",0.463541604647522,0.021719473776581
"92",0.507898306522432,0.0225672093125622
"93",0.480405293136008,0.0315692482114498
"94",0.489014471197607,0.0226232914025043
"95",0.553425269727446,0.01899196903319
"96",0.528561241754816,0.0215699574121476
"97",0.523910115746213,0.0210976685933676
"98",0.495915998773542,0.0146264066908277
"99",0.562003171409118,0.0229130382865219
"100",0.554255173220494,0.0227137440300777
"101",0.493511824770657,0.0172945177234097
"102",0.528778864426119,0.0294424354726253
"103",0.545170161887343,0.0220767110083843
"104",0.462166399294344,0.0287875828471941
"105",0.481998421880085,0.024342764482492
"106",0.524293159678755,0.0343143959958582
"107",0.562078728543992,0.0220084409657128
"108",0.548570147934213,0.0249990519642544
"109",0.525775634251998,0.0226461643256715
"110",0.550517346184994,0.0261412136056519
"111",0.571027332705194,0.0198775105477865
"112",0.575620132118664,0.0224074790482721
"113",0.568230294326961,0.018124603611941
"114",0.551127699565576,0.0162993132802446
"115",0.515716224518264,0.014917825745285
"116",0.473816942273146,0.0209675640022195
"117",0.539489001051024,0.0184032218814758
"118",0.505325475657638,0.0133988809888295
"119",0.481721703171312,0.012432145197065
"120",0.529796558572005,0.0181909355367655
"121",0.482103971524054,0.0248248710112744
"122",0.5775759923026,0.0183203255336549
"123",0.530655037486098,0.0167273334385131
"124",0.516344725548101,0.021913742342924
"125",0.529037093016974,0.0239047475170725
"126",0.611077752839084,0.0211891655302662
"127",0.545864585068474,0.0246764544705861
"128",0.52984984728477,0.0254576903133588
"129",0.522001910201983,0.0250482858523971
"130",0.468963524725932,0.0286045127206917
"131",0.460076529642221,0.0393509210997039
"132",0.510233758633673,0.0278630667910925
"133",0.409215063387047,0.025309442410743
"134",0.51691338586699,0.0200256842101498
"135",0.527912376483688,0.0214909957239323
"136",0.499528666053361,0.0151799364816425
"137",0.49158067924777,0.0159507638375875
"138",0.586820805792379,0.0236702225143726
"139",0.544508695868239,0.0152783584773462
"140",0.516576667797679,0.0178014512918011
"141",0.477769874643142,0.0254302803142081
"142",0.519362851276282,0.0221683317895172
"143",0.530965861599971,0.0230203200327298
"144",0.580033538658386,0.0213494062205584
"145",0.547550847427388,0.0214658191210831
"146",0.556407261242536,0.0192641187285981
"147",0.632952239255791,0.0153059824340814
"148",0.613839199651355,0.0217517589443415
"149",0.547060482904028,0.0259238836546629
"150",0.54697013085954,0.0184785602407129
"151",0.592493855061388,0.0242257828902852
"152",0.579161675889227,0.025681471720922
"153",0.556384255437101,0.0187210186481741
"154",0.484393582619044,0.0238046256464518
"155",0.569552445859908,0.0186751682678018
"156",0.571429048773925,0.0221650072546789
"157",0.568131129438401,0.0156412783728678
"158",0.543342827703036,0.0229959947468103
"159",0.554281703201572,0.0179243094925563
"160",0.553306463835873,0.0171665095386911
"161",0.549916840746848,0.0142351154928417
"162",0.459319898640762,0.0229825215769115
"163",0.487324209194804,0.0192985697005753
"164",0.466218678983774,0.0197845060677421
"165",0.484972306442778,0.0211910884151051
"166",0.514946160051863,0.0246328578324773
"167",0.49528719014667,0.016759064255227
"168",0.525911504037685,0.0171902569903197
"169",0.614818016168135,0.0197710831345962
"170",0.562246458222902,0.021269000369607
"171",0.53019429100267,0.0207624597620544
"172",0.547078442552817,0.0169532139389341
"173",0.55337325528859,0.0202679077694374
"174",0.569930805610346,0.0213387032036515
"175",0.546454071565238,0.0184333869459478
"176",0.476261448596511,0.024458840291179
"177",0.523388528941817,0.0199880801032595
"178",0.54657476331684,0.0236847672884593
"179",0.551761376457826,0.0167927511904872
"180",0.479541966761286,0.0211509947303385
"181",0.531132770783397,0.0204532928750163
"182",0.530059681260711,0.024285808589541
"183",0.468694289350147,0.0221568820261745
"184",0.521382216919915,0.0186765313859804
"185",0.540480427515372,0.0306842691390818
"186",0.589185118763898,0.0274819529452501
"187",0.557620350095779,0.0244999370606631
"188",0.545856270309742,0.0212996866047563
"189",0.500186794818258,0.0226797011965231
"190",0.510090185741812,0.0181891482041287
"191",0.570543916528345,0.0184524344302799
"192",0.491527829637359,0.0166615119297907
"193",0.544329343601084,0.021709550161123
"194",0.5723787865791,0.0174259417036734
"195",0.600277221091675,0.0173996628169895
"196",0.548671124329495,0.0244370400146815
"197",0.576282536210406,0.0149347288460289
"198",0.555285989778009,0.0184526037440482
"199",0.558383781517328,0.0211411954157716
"200",0.509952425963779,0.0209983583313143
"201",0.548198644242274,0.0180743501348001
"202",0.556969059550995,0.0182902634477452
"203",0.509659309642118,0.0214772819844452
"204",0.560774596959772,0.0235262503727842
"205",0.56618635968581,0.0250619391503004
"206",0.557485206916698,0.0183909253639086
"207",0.515604442006271,0.0237486631548016
"208",0.54772060836447,0.0202864219448259
"209",0.532949000139789,0.0176761510933539
"210",0.497211266651576,0.0238356849558528
"211",0.512940861089252,0.0212156915967817
"212",0.462400744766231,0.0214555147525818
"213",0.508181671225881,0.0263892582552433
"214",0.547895249346979,0.0176778190582453
"215",0.492452574965098,0.0217857324307785
"216",0.514413465432093,0.0203543645605716
"217",0.557613173316562,0.0256580654123591
"218",0.529032871639551,0.028302619016588
"219",0.507470331672445,0.0191091776046519
"220",0.569266718247549,0.0185767519792981
"221",0.539828221701566,0.020211526598097
"222",0.544685323530399,0.0220284574500026
"223",0.495761709129042,0.0225265151349185
"224",0.537026185344736,0.0196456574388987
"225",0.517859429063607,0.0282741165352087
"226",0.532979474130246,0.024724727229931
"227",0.496322138216095,0.0216970494087917
"228",0.511962200537856,0.0167729736640202
"229",0.47815370683832,0.0232772072924297
"230",0.526833467282525,0.0270898377258384
"231",0.533116501166811,0.0179534838969312
"232",0.469616494182305,0.0233951964035663
"233",0.514417242157225,0.0143431705743883
"234",0.589488909393676,0.0172067702660731
"235",0.507542250920043,0.016111000524119
"236",0.576485530613959,0.0210973560675697
"237",0.526627032890289,0.0188219742145123
"238",0.479517389406764,0.0239190125718462
"239",0.489463869988265,0.0222768297603487
"240",0.513543607487931,0.0183436758774082
"241",0.474822879460401,0.0237236284640241
"242",0.578622667280923,0.0240479481012777
"243",0.528141959801463,0.0270707330587113
"244",0.521601297143124,0.0211502968462422
"245",0.530793382473421,0.021392210025446
"246",0.52324845136184,0.0183419382293138
"247",0.565755066175911,0.0248868474242133
"248",0.519660369307474,0.0207727063769129
"249",0.504189221949727,0.0250895305953926
"250",0.557372958448435,0.0155692885658682
"251",0.516205293988322,0.016148141387239
"252",0.532623065772024,0.0136707865580287
"253",0.556639059128378,0.015473266573913
"254",0.550651090976443,0.0132098122972914
"255",0.522336037092803,0.0162080747065806
"256",0.490378364666445,0.0219819475868919
"257",0.50626398674024,0.0190730246873632
"258",0.483817431437078,0.018662718087473
"259",0.536350255367776,0.015873218961038
"260",0.509142261159847,0.0182929685148216
"261",0.522211304511232,0.0264694957974363
"262",0.553986274738048,0.0189325641286372
"263",0.492163162659501,0.0307107864365174
"264",0.541161385745731,0.025637992038966
"265",0.527268441486164,0.0205753669142059
"266",0.535755145712981,0.0206479589010332
"267",0.526784928853707,0.0183782951676866
"268",0.49133106038699,0.0171250566999966
"269",0.522039209136071,0.0146759405304166
"270",0.460955946970139,0.0124657852154723
"271",0.474091266275392,0.0140524493052885
"272",0.515632551560409,0.0137638873914523
"273",0.518018597883754,0.0193778482245011
"274",0.551971287661435,0.0102936157545846
"275",0.528893320295078,0.0128944482138798
"276",0.47403276072425,0.0101875119255652
"277",0.556996373240352,0.0127054597463119
"278",0.54942376590764,0.0166867293722264
"279",0.550892812027101,0.0130309890095285
"280",0.557273635980895,0.0149737118807114
"281",0.544201291942494,0.0127574561470926
"282",0.493004915383826,0.0151921414494986
"283",0.57582154070663,0.0143330782671249
"284",0.529117312349681,0.0193153388188634
"285",0.58645375039198,0.024998661356195
"286",0.524395427930494,0.0187551617830502
"287",0.565659242741966,0.012859890813606
"288",0.527320579490586,0.0154490769172219
"289",0.539196947870436,0.0134642492549655
"290",0.514856631961563,0.0141822106439518
"291",0.591680839870807,0.0166669528600657
"292",0.518051919526242,0.0163463424500828
"293",0.517192824086012,0.0169324644854661
"294",0.508871553252415,0.0146334094530859
"295",0.516545214870887,0.0258405208866612
"296",0.520370347514276,0.0179472421902975
"297",0.532458947635825,0.0197983663999669
"298",0.57053060005569,0.0137232117634163
"299",0.528955784386256,0.0140560487098802
"300",0.560957612329017,0.0153409545341985
"301",0.501605789108729,0.0192304362699551
"302",0.55729189440008,0.023069923451974
"303",0.543017895566133,0.0193812297816845
"304",0.535765104155873,0.0192840896434764
"305",0.471663002036078,0.0191861667041458
"306",0.54749021977197,0.0190302422694868
"307",0.533844575398633,0.0229171597620896
"308",0.552695159851942,0.018030484778979
"309",0.584782102769615,0.0167855491755625
"310",0.526847442861595,0.0257896665768983
"311",0.585339129743253,0.0225593763558167
"312",0.528665626889202,0.018767504121673
"313",0.513634395072927,0.018159311552423
"314",0.523641879557826,0.0234983413929739
"315",0.521206816784419,0.0191603236340236
"316",0.548982811344009,0.0167054645024631
"317",0.5467183491287,0.0148513272100535
"318",0.509172256825264,0.0178946586547031
"319",0.588226605166028,0.0208178407652398
"320",0.521655339301635,0.0217700787070879
"321",0.555064473888529,0.0168470722473969
"322",0.541570225350525,0.0193101368928675
"323",0.546514732117249,0.0167666584790459
"324",0.539839843442991,0.0164123639141354
"325",0.567936170626133,0.0174146858068485
"326",0.682839575162797,0.0213954132758992
"327",0.588372921857095,0.0214409947929538
"328",0.453211223190812,0.0182361565888868
"329",0.465256075771248,0.0206824103481293
"330",0.497543641805812,0.0129000604393642
"331",0.485244671225221,0.0248401624493952
"332",0.455826932433515,0.0198341611212969
"333",0.521975840261747,0.0164751264806717
"334",0.553911882120496,0.0174205174778693
"335",0.608133665469296,0.016989432374647
"336",0.61607961170885,0.0146131417405267
"337",0.541737303284599,0.0156794390076685
"338",0.598524141883178,0.0273552231929835
"339",0.543316773902727,0.0183467585265198
"340",0.604285181394766,0.0175925466510969
"341",0.538818779075981,0.0176530054774171
"342",0.483487129710879,0.0198040628393428
"343",0.53946348761146,0.0216486224912286
"344",0.620829304340889,0.0214884821714797
"345",0.523713748845018,0.0180102084395012
"346",0.582122971857433,0.0264640092906432
"347",0.527922525129693,0.027362101317448
"348",0.591837413525819,0.0172873841414529
"349",0.504979165476283,0.0178056841192964
"350",0.532794773511159,0.0167403700526775
"351",0.551804637025682,0.0237955094841697
"352",0.552437269263985,0.0181598392173667
"353",0.512149253186721,0.0235477391024918
"354",0.488677414603285,0.0273186890892862
"355",0.543634657478345,0.0218355237340052
"356",0.50564653907274,0.0175043781671985
"357",0.551955290193996,0.0231348009001159
"358",0.540940210747541,0.020168279181411
"359",0.515857139260099,0.0242511850340866
