"","V1"
"214",0.771866718411239
"215",0.771866718411239
"216",0.771866718411239
"217",0.883612268120566
"218",0.883612268120566
"219",0.883612268120566
"220",0.883612268120566
"221",0.541797159153993
"222",0.54399384868943
"223",0.574285859455878
"224",0.574285859455878
"225",0.574285859455878
"226",0.574285859455878
"227",0.836130956718535
"228",0.813821563588052
"229",0.813821563588052
"230",0.891212890947146
"231",0.851186472014686
"232",0.851186472014686
"233",0.851186472014686
"234",0.851186472014686
"235",0.695836661474239
"236",0.695836661474239
"237",0.695836661474239
"238",0.695836661474239
"239",0.695836661474239
"240",0.846543702734239
"241",0.66575953858908
"242",0.66575953858908
"243",0.66575953858908
"244",0.66575953858908
"245",0.66575953858908
"246",0.880664776164028
"247",0.880664776164028
"248",0.919048938672872
"249",0.919048938672872
"250",0.858295969538609
"251",0.858295969538609
"252",0.858295969538609
"253",0.874491289660623
"254",0.874491289660623
"255",0.874491289660623
"256",0.874491289660623
"257",0.915158279362559
"258",0.815054878914731
"259",0.815054878914731
"260",0.815054878914731
"261",0.815054878914731
"262",0.827600933495503
"263",0.827600933495503
"264",0.827600933495503
"265",0.827600933495503
"266",0.827600933495503
"267",0.843879280282365
"268",0.903729727543964
"269",0.903729727543964
"270",0.903729727543964
"271",0.903729727543964
"272",0.932823852678182
"273",0.932823852678182
"274",0.932823852678182
"275",0.932823852678182
"276",0.915164370468572
"277",0.915164370468572
"278",0.782881842308029
"279",0.782881842308029
"280",0.964883569439076
"281",0.964883569439076
"282",0.813595928936207
"283",0.813595928936207
"284",0.911739988335287
"285",0.825323872678305
"286",0.825323872678305
"287",0.825323872678305
"288",0.791585924345042
"289",0.848840129445662
"290",0.848840129445662
"291",0.848840129445662
"292",0.848840129445662
"293",0.99003052501244
"294",0.852772854875322
"295",0.852772854875322
"296",0.798805121898017
"297",0.814886691969335
"298",0.814886691969335
"299",0.814886691969335
"300",0.77717799378438
"301",0.77717799378438
"302",0.77717799378438
"303",0.834126971097839
"304",0.834126971097839
"305",0.889956752580422
"306",0.889956752580422
"307",0.889956752580422
"308",0.814519060570155
"309",0.814519060570155
"310",0.818605664396623
"311",0.775664792421493
"312",0.660067663284817
"313",0.660067663284817
"314",0.660067663284817
"315",0.660067663284817
"316",0.660067663284817
"317",0.856014079581321
"318",0.85221454302916
"319",0.630207825645606
"320",0.871534441741663
"321",0.871534441741663
"322",0.831291888073875
"323",0.831291888073875
"324",0.831291888073875
"325",0.831291888073875
"326",0.831291888073875
"327",0.830109881294093
"328",0.830109881294093
"329",0.830109881294093
"330",0.781784955497893
"331",0.781784955497893
"332",0.781784955497893
"333",0.781784955497893
"334",0.841414386525679
"335",0.841414386525679
"336",0.841414386525679
"337",0.841414386525679
"338",0.841414386525679
"339",0.841414386525679
"340",0.841414386525679
"341",0.752568034911983
"342",0.811460302910236
"343",0.811460302910236
"344",0.802452808160231
"345",0.761106811893669
"346",0.755964347852056
"347",0.755964347852056
"348",0.755964347852056
"349",0.755964347852056
"350",0.877113607492018
"351",0.877113607492018
"352",0.877113607492018
"353",0.550095911457346
"354",0.365364266775027
"355",0.46009584121421
"356",0.523459393831488
"357",0.523459393831488
"358",0.523459393831488
"359",0.743271733410524
"360",0.770357672714692
"361",0.770357672714692
"362",0.760446464922664
"363",0.805469333179697
"364",0.805469333179697
"365",0.830475551791638
"366",0.830475551791638
"367",0.892454819281328
"368",0.892454819281328
"369",0.892454819281328
"370",0.892454819281328
"371",0.824670387607692
"372",0.824670387607692
"373",0.737789111810615
"374",0.737789111810615
"375",0.737789111810615
"376",0.737789111810615
"377",0.800821519311852
"378",0.693395723804046
"379",0.693395723804046
"380",0.693395723804046
"381",0.693395723804046
"382",0.693395723804046
"383",0.891280242042934
"384",0.891280242042934
"385",0.891280242042934
"386",0.891280242042934
"387",0.891280242042934
"388",0.891280242042934
"389",0.563524408779628
"390",0.585034108820272
"391",0.673054020200128
"392",0.795125434233448
"393",0.795125434233448
"394",0.796336675125574
"395",0.915440649349731
"396",0.915440649349731
"397",0.915440649349731
"398",0.817468926198227
"399",0.610565268324928
"400",0.752744259809929
"401",0.752744259809929
"402",0.752744259809929
"403",0.752744259809929
"404",0.889833906047921
"405",0.866669643821101
"406",0.820528433866643
"407",0.820528433866643
"408",0.656374910885043
"409",0.656374910885043
"410",0.86276802142411
"411",0.86276802142411
"412",0.649490173064881
"413",0.649490173064881
"414",0.649490173064881
"415",0.649490173064881
"416",0.649490173064881
"417",0.90700134172117
"418",0.875022232371046
"419",0.694813961004042
"420",0.694813961004042
"421",0.815737147187305
"422",0.806688721592791
"423",0.806688721592791
"424",0.806688721592791
"425",0.591226579857097
"426",0.591226579857097
"427",0.591226579857097
"428",0.554578921342582
"429",0.520706161820224
"430",0.501911557934269
"431",0.501911557934269
"432",0.501911557934269
"433",0.501911557934269
"434",0.58280969452391
"435",0.58280969452391
"436",0.58280969452391
"437",0.58280969452391
"438",0.755635210509736
"439",0.693273282328321
"440",0.874392152565079
"441",0.874392152565079
"442",0.926209680101173
"443",0.908167873745891
"444",0.84241921199751
"445",0.61789446682852
"446",0.811039307369679
"447",0.844693969132862
"448",0.844693969132862
"449",0.844693969132862
"450",0.844693969132862
"451",0.814628958012607
"452",0.814628958012607
"453",0.814628958012607
"454",0.620507796709785
"455",0.768994317610716
"456",0.768994317610716
"457",0.920451840254606
"458",0.920451840254606
"459",0.844831899328652
"460",0.963092154244486
"461",0.836204518570164
"462",0.794738725538146
"463",0.794738725538146
"464",0.794738725538146
"465",0.794738725538146
"466",0.78657723495477
"467",0.817287513962891
"468",0.817287513962891
"469",0.696711999510281
"470",0.695908785160403
"471",0.429092519283772
"472",0.429092519283772
"473",0.429092519283772
"474",0.422502789860522
"475",0.422502789860522
"476",0.422502789860522
"477",0.425725779006333
"478",0.481287829864349
"479",0.427878834554222
"480",0.419449595851584
"481",0.419449595851584
"482",0.555208515080784
"483",0.784597362435001
"484",0.784597362435001
"485",0.784597362435001
"486",0.725363134235418
"487",0.725363134235418
"488",0.725363134235418
"489",0.725363134235418
"490",0.725363134235418
"491",0.772152673675761
"492",0.81139045859099
"493",0.81139045859099
"494",0.740850508548052
"495",0.709798391415913
"496",0.81376155657591
"497",0.75536123559095
"498",0.808069614059064
"499",0.82750824897064
"500",0.82750824897064
"501",0.82750824897064
"502",0.82750824897064
"503",0.82750824897064
"504",0.82750824897064
"505",0.747559325593938
"506",0.747559325593938
"507",0.747559325593938
"508",0.705979417631477
"509",0.705979417631477
"510",0.705979417631477
"511",0.832288849462142
"512",0.905950524381142
"513",0.905950524381142
"514",0.938733910078769
"515",0.907890314277892
"516",0.907890314277892
"517",0.907890314277892
"518",0.848242544696908
"519",0.848242544696908
"520",0.848242544696908
"521",0.848242544696908
"522",0.848242544696908
"523",0.848242544696908
"524",0.848242544696908
"525",0.848242544696908
"526",0.848242544696908
"527",0.87733356175095
"528",0.87733356175095
"529",0.87733356175095
"530",0.87733356175095
"531",0.863706932773465
"532",0.827346495220764
"533",0.680206656301654
"534",0.680206656301654
"535",0.680206656301654
"536",0.801270316385677
"537",0.675209647976892
"538",0.69606338965812
"539",0.69606338965812
"540",0.709574117365122
"541",0.709574117365122
"542",0.788442569464
"543",0.788442569464
"544",0.788442569464
"545",0.788442569464
"546",0.788442569464
"547",0.902920261285052
"548",0.902920261285052
"549",0.914873211163852
"550",0.739667692815893
"551",0.739667692815893
"552",0.518860899517632
"553",0.518860899517632
"554",0.4974593218111
"555",0.4974593218111
"556",0.4974593218111
"557",0.499138996400437
"558",0.499138996400437
"559",0.677249021204079
"560",0.917470758201871
"561",0.789745766362782
"562",0.938886563925838
"563",0.938886563925838
"564",0.673003013267824
"565",0.673003013267824
"566",0.831844142501572
"567",0.831844142501572
"568",0.735816248026356
"569",0.894021621326225
"570",0.679773882234466
"571",0.679773882234466
"572",0.679773882234466
"573",0.836202001168088
"574",0.836202001168088
"575",0.836202001168088
"576",0.836202001168088
"577",0.799522849793516
"578",0.799522849793516
"579",0.799522849793516
"580",0.878370681710335
"581",0.709000197271445
"582",0.709000197271445
"583",0.709000197271445
"584",0.728459152112669
"585",0.728459152112669
"586",0.728459152112669
"587",0.728459152112669
"588",0.556825766788039
"589",0.855982150143393
"590",0.855982150143393
"591",0.855982150143393
"592",0.855982150143393
"593",0.766250033574714
"594",0.766250033574714
"595",0.766250033574714
"596",0.766250033574714
"597",0.766250033574714
"598",0.766250033574714
"599",0.766250033574714
"600",0.766250033574714
"601",0.766250033574714
"602",0.766250033574714
"603",0.766250033574714
"604",0.766250033574714
"605",0.936803592444672
"606",0.799151952488046
"607",0.911651311726163
"608",0.911651311726163
"609",0.867044003950913
"610",0.867044003950913
"611",0.867044003950913
"612",0.857981777925697
"613",0.857981777925697
"614",0.857981777925697
"615",0.810596661715423
"616",0.833003108606592
"617",0.833003108606592
"618",0.867444014133566
"619",0.510284482901852
"620",0.546702939798658
"621",0.546702939798658
"622",0.546702939798658
"623",0.546702939798658
"624",0.834789717467532
"625",0.870529038460307
"626",0.870529038460307
"627",0.870529038460307
"628",0.870529038460307
"629",0.703369756957167
"630",0.703369756957167
"631",0.758563304036403
"632",0.725217491112605
"633",0.731393036365539
"634",0.731393036365539
"635",0.731393036365539
"636",0.731393036365539
"637",0.731393036365539
"638",0.8271472502615
"639",0.67759548286103
"640",0.67759548286103
"641",0.712606636516641
"642",0.712606636516641
"643",0.712606636516641
"644",0.712606636516641
"645",0.712606636516641
"646",0.712606636516641
"647",0.712606636516641
"648",0.712606636516641
"649",0.712606636516641
"650",0.831255767733694
"651",0.831255767733694
"652",0.831255767733694
"653",0.831255767733694
"654",0.831255767733694
"655",0.851449800969808
"656",0.851449800969808
"657",0.887464125471516
"658",0.887464125471516
"659",0.887464125471516
"660",0.771211601727243
"661",0.771211601727243
"662",0.771211601727243
"663",0.736841973384051
"664",0.736841973384051
"665",0.748078092668662
"666",0.648206342056428
"667",0.6558962733438
"668",0.620320564275665
"669",0.837267033549263
"670",0.837267033549263
"671",0.837267033549263
"672",0.830027306616175
"673",0.795074443545922
"674",0.795074443545922
"675",0.795074443545922
"676",0.795074443545922
"677",0.795074443545922
"678",0.795074443545922
"679",0.794385391315169
"680",0.794385391315169
"681",0.847965099662335
"682",0.847965099662335
"683",0.847965099662335
"684",0.891743317499989
"685",0.847213839387284
"686",0.847213839387284
"687",0.817002308985038
"688",0.828231443234867
"689",0.837160409235147
"690",0.837160409235147
"691",0.837160409235147
"692",0.837160409235147
"693",0.872245486614855
"694",0.872245486614855
"695",0.588075615141761
"696",0.935030397455193
"697",0.935030397455193
"698",0.680434376210425
"699",0.84401402358331
"700",0.84401402358331
"701",0.84401402358331
"702",0.84401402358331
"703",0.84401402358331
"704",0.84401402358331
"705",0.84401402358331
"706",0.84401402358331
"707",0.806267886488039
"708",0.806267886488039
"709",0.903901741062851
"710",0.935127859898886
"711",0.914406581987711
"712",0.698680398937056
"713",0.660971280241323
"714",0.660971280241323
"715",0.856337992842577
"716",0.856337992842577
"717",0.856337992842577
"718",0.856337992842577
"719",0.856337992842577
"720",0.856337992842577
"721",0.856337992842577
"722",0.856337992842577
"723",0.863130322531348
"724",0.863130322531348
"725",0.863130322531348
"726",0.887261436240468
"727",0.887261436240468
"728",0.887261436240468
"729",0.887261436240468
"730",0.847272525946871
"731",0.835973143271139
"732",0.74088055823018
"733",0.732157142669748
"734",0.732157142669748
"735",0.732157142669748
"736",0.732157142669748
"737",0.732157142669748
"738",0.732157142669748
"739",0.688084620108091
"740",0.865937783288272
"741",0.707084886570422
"742",0.707084886570422
"743",0.707084886570422
"744",0.933241000496867
"745",0.969203504096035
"746",0.75347191861482
"747",0.74208982575068
"748",0.857606767584425
"749",0.857606767584425
"750",0.80404707074097
"751",0.884260379435832
"752",0.884260379435832
"753",0.828137250415416
"754",0.927067318812961
"755",0.763071185786834
"756",0.763071185786834
"757",0.763071185786834
"758",0.763071185786834
"759",0.756794198755128
"760",0.756794198755128
"761",0.759884920036953
"762",0.759884920036953
"763",0.759884920036953
"764",0.714020107165295
"765",0.714020107165295
"766",0.817220856048336
"767",0.817220856048336
"768",0.817220856048336
"769",0.977063231197862
"770",0.977063231197862
"771",0.977063231197862
"772",0.977063231197862
"773",0.977063231197862
"774",0.917613444751141
"775",0.917613444751141
"776",0.745301311141478
"777",0.745301311141478
"778",0.745301311141478
"779",0.745301311141478
"780",0.914315319375701
"781",0.832989804212596
"782",0.832989804212596
"783",0.810579245784088
"784",0.888126463220232
"785",0.888126463220232
"786",0.727038551219812
"787",0.846960826082355
"788",0.896379327196478
"789",0.766364822654945
"790",0.807667562004485
"791",0.807667562004485
"792",0.757467134396806
"793",0.757467134396806
"794",0.757467134396806
"795",0.804665890320248
"796",0.804665890320248
"797",0.804665890320248
"798",0.804665890320248
"799",0.737098291618981
"800",0.737098291618981
"801",0.737098291618981
"802",0.668091497035545
"803",0.668091497035545
"804",0.668091497035545
"805",0.786677906356078
"806",0.74258119434921
"807",0.822187547828215
"808",0.822187547828215
"809",0.822187547828215
"810",0.822187547828215
"811",0.822187547828215
"812",0.822187547828215
"813",0.794805524596666
"814",0.794805524596666
"815",0.794805524596666
"816",0.794805524596666
"817",0.806088969664166
"818",0.806088969664166
"819",0.903719432302523
"820",0.903719432302523
"821",0.903719432302523
"822",0.903719432302523
"823",0.903719432302523
"824",0.903719432302523
"825",0.903719432302523
"826",0.80492886971701
"827",0.80492886971701
"828",0.80492886971701
"829",0.80492886971701
"830",0.847086683109587
"831",0.847086683109587
"832",0.847086683109587
"833",0.847086683109587
"834",0.886552005324934
"835",0.886552005324934
"836",0.886552005324934
"837",0.886552005324934
"838",0.886552005324934
"839",0.926752759077285
"840",0.926752759077285
"841",0.967673015585935
"842",0.8619597944074
"843",0.619238373227792
"844",0.621149537704735
"845",0.621149537704735
"846",0.940183252184164
"847",0.940183252184164
"848",0.940183252184164
"849",0.940183252184164
"850",0.832018741914755
"851",0.832018741914755
"852",0.965445843752732
"853",0.906067203691317
"854",0.715011630914564
"855",0.715011630914564
"856",0.888770051109831
"857",0.888770051109831
"858",0.888770051109831
"859",0.888770051109831
"860",0.888770051109831
"861",0.888770051109831
"862",0.888770051109831
"863",0.888770051109831
"864",0.921663509657272
"865",0.803021607678388
"866",0.803021607678388
"867",0.803021607678388
"868",0.803021607678388
"869",0.776235073072746
"870",0.906903579746661
"871",0.788187452465553
"872",0.914212024964242
"873",0.914212024964242
"874",0.914212024964242
"875",0.923509964027653
"876",0.923509964027653
"877",0.923509964027653
"878",0.923509964027653
"879",0.799842189052518
"880",0.839465275580762
"881",0.839465275580762
"882",0.837336481049019
"883",0.837336481049019
"884",0.837336481049019
"885",0.837336481049019
"886",0.837336481049019
"887",0.837336481049019
"888",0.740950751557989
"889",0.761274676508275
"890",0.761274676508275
"891",0.581648634463698
"892",0.581648634463698
"893",0.618517040113282
"894",0.618517040113282
"895",0.618517040113282
"896",0.618517040113282
"897",0.618517040113282
"898",0.618517040113282
"899",0.84535424703774
"900",0.832395405186708
"901",0.832395405186708
"902",0.89890513206329
"903",0.89890513206329
"904",0.89890513206329
"905",0.89890513206329
"906",0.89890513206329
"907",0.89890513206329
"908",0.89890513206329
"909",0.744047502736094
"910",0.91220946571537
"911",0.91220946571537
"912",0.91220946571537
"913",0.91220946571537
"914",0.91220946571537
"915",0.91220946571537
"916",0.91220946571537
"917",0.663665724156761
"918",0.663665724156761
"919",0.744103472249632
"920",0.744103472249632
"921",0.744103472249632
"922",0.714562059276985
"923",0.714562059276985
"924",0.785905704069408
"925",0.785905704069408
"926",0.785905704069408
"927",0.719989748819019
"928",0.719989748819019
"929",0.561467381077661
"930",0.561467381077661
"931",0.561467381077661
"932",0.561467381077661
"933",0.561467381077661
"934",0.587185027573605
"935",0.587185027573605
"936",0.587185027573605
"937",0.651686583821679
"938",0.609574563295408
"939",0.609574563295408
"940",0.609574563295408
"941",0.534114181070463
"942",0.534114181070463
"943",0.534114181070463
"944",0.608721961594852
"945",0.608721961594852
"946",0.608721961594852
"947",0.787960774413065
"948",0.787960774413065
"949",0.787960774413065
"950",0.783329231297199
"951",0.783329231297199
"952",0.783329231297199
"953",0.783329231297199
"954",0.710117371441693
"955",0.710117371441693
"956",0.710117371441693
"957",0.710117371441693
"958",0.915184787012674
"959",0.915184787012674
"960",0.752166558631859
"961",0.752166558631859
"962",0.708337089268515
"963",0.88892480504277
"964",0.88892480504277
"965",0.88892480504277
"966",0.889823004960553
"967",0.889823004960553
"968",0.949622450320025
"969",0.949622450320025
"970",0.949622450320025
"971",0.949622450320025
"972",0.800366361492543
"973",0.819110555695779
"974",0.710601952755466
"975",0.710601952755466
"976",0.710601952755466
"977",0.761361575763526
"978",0.761361575763526
"979",0.675285117996166
"980",0.70330955699441
"981",0.70330955699441
"982",0.849833058400491
"983",0.849833058400491
"984",0.849833058400491
"985",0.849833058400491
"986",0.849833058400491
"987",0.849833058400491
"988",0.931749278888925
"989",0.931749278888925
"990",0.685366188679205
"991",0.788727848585902
"992",0.788727848585902
"993",0.682286851956309
"994",0.640377107373283
"995",0.681380151667552
"996",0.681380151667552
"997",0.909025832742761
"998",0.572471844930263
"999",0.52295825374856
"1000",0.52295825374856
"1001",0.52295825374856
"1002",0.427093472005999
"1003",0.427093472005999
"1004",0.563605179345737
"1005",0.727245252357713
"1006",0.727245252357713
"1007",0.727245252357713
"1008",0.881640291175851
"1009",0.829102746347593
"1010",0.829102746347593
"1011",0.829102746347593
"1012",0.829102746347593
"1013",0.829102746347593
"1014",0.829102746347593
"1015",0.875087585510685
"1016",0.865777279828277
"1017",0.902359132587785
"1018",0.845639238701226
"1019",0.845639238701226
"1020",0.845639238701226
"1021",0.845639238701226
"1022",0.845639238701226
"1023",0.860239540051976
"1024",0.860239540051976
"1025",0.746901551884112
"1026",0.724454085576668
"1027",0.709109749513495
"1028",0.709109749513495
"1029",0.709109749513495
"1030",0.709109749513495
"1031",0.765944255249734
"1032",0.820175738679116
"1033",0.835316907446621
"1034",0.820980045546395
"1035",0.820980045546395
"1036",0.820980045546395
"1037",0.906967242676189
"1038",0.694692668211283
"1039",0.694692668211283
"1040",0.694692668211283
"1041",0.694692668211283
"1042",0.880780717337178
"1043",0.880780717337178
"1044",0.922062551511838
"1045",0.893103599207927
"1046",0.794745983278977
"1047",0.817728879728708
"1048",0.68111816938156
"1049",0.68111816938156
"1050",0.68111816938156
"1051",0.638707410403214
"1052",0.687252072260172
"1053",0.910716762388565
"1054",0.839710370450288
"1055",0.839710370450288
"1056",0.644733885226019
"1057",0.692696790014421
"1058",0.823931978818975
"1059",0.882100149945079
"1060",0.927637249481544
"1061",0.893115040606774
"1062",0.91498967655203
"1063",0.91498967655203
"1064",0.876869217875052
"1065",0.876869217875052
"1066",0.801260378594846
"1067",0.896182146374397
"1068",0.896182146374397
"1069",0.896182146374397
"1070",0.896182146374397
"1071",0.896182146374397
"1072",0.896182146374397
"1073",0.896182146374397
"1074",0.905963199078408
"1075",0.905963199078408
"1076",0.942303014970558
"1077",0.736815870849998
"1078",0.857506470546127
"1079",0.857506470546127
"1080",0.636441851364069
"1081",0.636441851364069
"1082",0.636441851364069
"1083",0.7176522882525
"1084",0.853814710004629
"1085",0.853814710004629
"1086",0.853814710004629
"1087",0.931848872151492
"1088",0.931848872151492
"1089",0.983044081342669
"1090",0.666152188185762
"1091",0.666152188185762
"1092",0.666152188185762
"1093",0.666152188185762
"1094",0.666152188185762
"1095",0.666152188185762
"1096",0.661715597554262
"1097",0.926190660736791
"1098",0.669648538614843
"1099",0.750078401710281
"1100",0.817017350046325
"1101",0.863980321827189
"1102",0.732948045301095
"1103",0.587362918260743
"1104",0.587362918260743
"1105",0.699472182256259
"1106",0.775199600075826
"1107",0.775199600075826
"1108",0.775199600075826
"1109",0.766105359928345
"1110",0.764913287131255
"1111",0.738293244057598
"1112",0.738293244057598
"1113",0.738293244057598
"1114",0.738293244057598
"1115",0.901765866597116
"1116",0.901765866597116
"1117",0.901765866597116
"1118",0.875117415131232
"1119",0.875117415131232
"1120",0.875117415131232
"1121",0.661506433962349
"1122",0.661506433962349
"1123",0.661506433962349
"1124",0.696170118195763
"1125",0.687579152136294
"1126",0.608631232304197
"1127",0.803493321324383
"1128",0.803493321324383
"1129",0.803493321324383
"1130",0.803493321324383
"1131",0.786974783024783
"1132",0.786974783024783
"1133",0.786974783024783
"1134",0.846749363081421
"1135",0.761517148154639
"1136",0.761517148154639
"1137",0.761517148154639
"1138",0.761517148154639
"1139",0.761517148154639
"1140",0.761517148154639
"1141",0.703306364656614
"1142",0.969817023687674
"1143",0.73186612523017
"1144",0.73186612523017
"1145",0.73186612523017
"1146",0.73186612523017
"1147",0.73186612523017
"1148",0.73186612523017
"1149",0.748904306053545
"1150",0.748904306053545
"1151",0.748904306053545
"1152",0.748904306053545
"1153",0.798676545656458
"1154",0.798676545656458
"1155",0.726730030782915
"1156",0.709399120169751
"1157",0.686198849022219
"1158",0.699924366079405
"1159",0.672487569939751
"1160",0.672487569939751
"1161",0.672487569939751
"1162",0.83251958202465
"1163",0.83251958202465
"1164",0.83251958202465
"1165",0.83251958202465
"1166",0.83251958202465
"1167",0.656334463267117
"1168",0.90030425022551
"1169",0.564790158258102
"1170",0.564790158258102
"1171",0.692586959986886
"1172",0.692586959986886
"1173",0.692586959986886
"1174",0.772204664248478
"1175",0.772204664248478
"1176",0.932653606239913
"1177",0.97713019866009
"1178",0.725593608282849
"1179",0.754704429105217
"1180",0.754704429105217
"1181",0.739625350142484
"1182",0.663353207852501
"1183",0.663353207852501
"1184",0.663353207852501
"1185",0.663353207852501
"1186",0.663353207852501
"1187",0.663353207852501
"1188",0.620787505187993
"1189",0.620787505187993
"1190",0.792644797795747
"1191",0.792644797795747
"1192",0.829014329684465
"1193",0.829014329684465
"1194",0.829014329684465
"1195",0.912266821989402
"1196",0.834182479740271
"1197",0.722662350993344
"1198",0.722662350993344
"1199",0.673404147884171
"1200",0.673404147884171
"1201",0.673404147884171
"1202",0.673404147884171
"1203",0.970650627688572
"1204",0.966308496060436
"1205",0.761182606636432
"1206",0.841294580998057
"1207",0.860314959831986
"1208",0.860314959831986
"1209",0.860314959831986
"1210",0.860314959831986
"1211",0.860314959831986
"1212",0.860314959831986
"1213",0.860314959831986
"1214",0.891858605968317
"1215",0.921943568605606
"1216",0.921943568605606
"1217",0.888675558847567
"1218",0.888675558847567
"1219",0.888675558847567
"1220",0.888675558847567
"1221",0.888675558847567
"1222",0.888675558847567
"1223",0.888675558847567
"1224",0.888675558847567
"1225",0.786678040929813
"1226",0.786678040929813
"1227",0.797783670161056
"1228",0.797783670161056
"1229",0.936667959285744
"1230",0.936667959285744
"1231",0.803347224840287
"1232",0.803347224840287
"1233",0.803347224840287
"1234",0.803347224840287
"1235",0.803347224840287
"1236",0.803347224840287
"1237",0.803347224840287
"1238",0.803347224840287
"1239",0.803347224840287
"1240",0.711071260374891
"1241",0.827286319103297
"1242",0.850548566895933
"1243",0.850548566895933
"1244",0.850548566895933
"1245",0.850548566895933
"1246",0.820881512544368
"1247",0.673705034197265
"1248",0.7358455939342
"1249",0.636842578993532
