"","V1","V2","V3","V4","V5"
"1",-2.23473430470696,0.332758275981861,-0.456108945148503,0.0485011499879591,0.0593043551132178
"2",-2.15944081915616,0.323089542007649,-0.484043092675201,0.0490485587026666,0.0596684631336091
"3",-2.15944081915616,0.323089542007649,-0.484043092675201,0.0490485587026666,0.0596684631336091
"4",-2.0783680401029,0.309531691019129,-0.437596971098102,0.0446564847154152,0.063831697175506
"5",-2.0783680401029,0.309531691019129,-0.437596971098102,0.0446564847154152,0.063831697175506
"6",-2.0783680401029,0.309531691019129,-0.437596971098102,0.0446564847154152,0.063831697175506
"7",-2.07509974754082,0.306748322587467,-0.283040062224289,0.044312380563305,0.0751466379020564
"8",-2.07509974754082,0.306748322587467,-0.283040062224289,0.044312380563305,0.0751466379020564
"9",-2.07509974754082,0.306748322587467,-0.283040062224289,0.044312380563305,0.0751466379020564
"10",-2.11490565916241,0.31501040049999,-0.440057027827239,0.0522347961097978,0.0729124735688712
"11",-2.11490565916241,0.31501040049999,-0.440057027827239,0.0522347961097978,0.0729124735688712
"12",-2.11490565916241,0.31501040049999,-0.440057027827239,0.0522347961097978,0.0729124735688712
"13",-2.18142823342686,0.325615086229814,-0.466175942938629,0.0525820932870006,0.0659549641322664
"14",-2.18142823342686,0.325615086229814,-0.466175942938629,0.0525820932870006,0.0659549641322664
"15",-2.18142823342686,0.325615086229814,-0.466175942938629,0.0525820932870006,0.0659549641322664
"16",-2.11011077532137,0.316763214540378,-0.463919054687943,0.0541550780068113,0.0700535842303512
"17",-2.11011077532137,0.316763214540378,-0.463919054687943,0.0541550780068113,0.0700535842303512
"18",-2.17882877993494,0.329098898565616,-0.51984041480055,0.0460691628625566,0.0726740205539377
"19",-2.12771520215414,0.318361923514994,-0.422525539118133,0.0496119237094963,0.070230074562424
"20",-2.12771520215414,0.318361923514994,-0.422525539118133,0.0496119237094963,0.070230074562424
"21",-2.12771520215414,0.318361923514994,-0.422525539118133,0.0496119237094963,0.070230074562424
"22",-2.12771520215414,0.318361923514994,-0.422525539118133,0.0496119237094963,0.070230074562424
"23",-2.12771520215414,0.318361923514994,-0.422525539118133,0.0496119237094963,0.070230074562424
"24",-2.12771520215414,0.318361923514994,-0.422525539118133,0.0496119237094963,0.070230074562424
"25",-2.12771520215414,0.318361923514994,-0.422525539118133,0.0496119237094963,0.070230074562424
"26",-2.12771520215414,0.318361923514994,-0.422525539118133,0.0496119237094963,0.070230074562424
"27",-2.12771520215414,0.318361923514994,-0.422525539118133,0.0496119237094963,0.070230074562424
"28",-2.12771520215414,0.318361923514994,-0.422525539118133,0.0496119237094963,0.070230074562424
"29",-2.04048077361368,0.305225497292011,-0.549238324956908,0.0557000121335694,0.0712052930696287
"30",-2.04048077361368,0.305225497292011,-0.549238324956908,0.0557000121335694,0.0712052930696287
